370,-190,-279,-1.557700528232913,0.5784045217489213,-2.7188481985351927,0.18930779891555005
-8,191,-156,-2.5514756702714942,1.7633004432922457,2.589149877588838,2.0604764598813508
273,-324,136,-2.018085146537147,2.219035836954191,-0.7348260862443894,0.7528640562704618
-148,-454,-64,0.4264415592877828,-0.9306365957758453,-2.968954603313513,2.981940457065932
100,398,-386,1.0941511353529263,-2.6935128898681686,-0.35217545898294134,4.632932116030699
-229,239,183,1.0110974640896284,1.1084902814099609,-2.1437118914683624,3.601624919560977
-177,400,449,-1.0775838424846016,-2.1528015011652055,-2.4090769041024593,2.1518777375150826
27,169,-35,2.1700944555488295,2.0771195556310893,-2.4554097277922997,4.9384867386753095
-90,-111,-107,-2.9585194436925635,-0.5825527340456951,2.7785581832758774,4.11786802016104
310,-167,-65,0.7697098791843366,0.16366204315606936,-0.8704864007777937,1.9031406397621253
-11,186,-425,-1.9145403844256093,-0.9744469046727051,1.567421477380063,1.5456288521721657
288,-448,291,-2.721758946530852,1.7313509412730266,2.0049620655885185,4.635751434435862
258,-209,-276,-1.6285266390994002,0.9590736070952648,0.2777323287000488,2.5070026230362736
-115,229,-277,0.5174823888903237,-2.686498667715029,-0.934949386451053,3.845865163168794
-497,51,161,1.3445637369716277,-2.8811979027731622,1.9986735657223393,3.0088175604161465
311,-78,213,-1.683789476785079,-2.768452952617507,1.1721822714362693,3.276745774922932
392,211,-85,1.3708014979605432,2.4109450662392398,1.7193022683726973,3.935470879054381
462,225,-187,2.703697522303157,2.8005664329117756,-0.2571846863523697,3.6226970262896816
-249,369,251,-1.2237023863406216,-0.5157895189590791,0.2720781319867287,2.9154824180417647
91,-274,-160,-0.3570947548039243,-2.3019908144544,1.0222460135641285,2.759427720254836
65,-99,30,-0.7526465940313436,0.33361411485549297,-2.426515997532597,3.2592232530832277
-459,15,-101,1.85785059516098,-0.08158062840938918,-2.4867568347566644,3.4149289851337166
16,420,109,-0.06501184660710191,0.2251233024316326,2.0242826933479074,3.86767388201249
